cleaned_reviewText,sentiment
carry ton digital content phone never want run space fast micro sd card gives gb usable space samsung galaxy note ii take pictures seconds listening efficient tons storage ask billh,positive
purchased based recommendation reviewer dash camera also purchased issues works,positive
couple crap far one first heavy duty one fast responsive hope last better others,positive
always used sandisk products disappointment totally failed galaxy months order another brand sandisk,negative
said great works fast never unmounts randomly use bump music samsung note tab tab always works would suggest anyone price another nice thing color makes easier find dropped,positive
say far remembers everything told sign alzheimer date far seen stare space talk child complain different music first started storing music say much data changed back day nope still young pretty fast arthritis bits bytes,positive
bought two one one husband works great feels good lot space smart phone save pictures movies taken etc,positive
paid less shipped door problems formatting fast internal memory note,positive
high quality easy use product ready insert go problems capacity packaging,positive
expect problems either great sandisk quality decent price speed rated happy,positive
satisfied speed space little need format cellphone capable using micro sd xc card reader compatible sd xc see got couple errors formatted first computer sd hc reader xc working fine,positive
bought surface rt tablet works great love came adapter,positive
recently bought microsoft surface rt tablet used version memory card worked great problems heard surface rt could expanded immediately looked great deal online behold amazon offered card prime eligible quickly ordered inexpensive upgrade like predecessor comes memory card sd card adapter small plastic case installing card super easy surface line slot push till clicks formatting required card runs quite fast normally buy sandisk extreme memory cards faster particular card problem running video files playing get card surface rt tablet format well card already formatted risk messing card pop enjoy greater space surface note far know install surface apps onto memory card media files documents still card great upgrade highly recommend,positive
got memory card gift use new camera according lot users work camera even technical team contour told optimistic ultra memories sandisk work camera still,positive
great product affordable price messing sandisk quality gigs plenty room store anything everything want,positive
formatted card ntfs loaded bunch kids favorite movie tv shows transfers seem pretty speedy even playing hd content,positive
card met requirements wanted gb card adapter wanted faster card worked box problem bought time one mine one wife smartphone samsung galaxy centura satisfied,positive
light user store lot media phone play lot games watch lot videos keep media music photos docs etc backups notice much lag lag notice maybe every couple months attribute phone card shutdown usually solves great way space ever use heavy user may need much storage space get know never run space,positive
worked purchased started dying one one none longer work,negative
perfect described,positive
sandisk best moist reliable memory card perfect fit new galaxy note smartphone,positive
good storage,positive
placed sandisk micro sdxc card galaxy phone phone sees card tells card space available far good update review card stops working,positive
searched inexpensive gb micosdxc card new samsung galaxy note edition tablet one caught eyes regarding positive comments price note christmas gift used media entertainment business travel replacement aging toshiba notebook problems install card recognized upon installation require great transfer speeds tasks quick test using es file explorer copying mb media file tablet os card expansion card yielded write read speed sufficient tasks bonus added card shopping cart following day price dropped incentive needed push place order button ca speak much reliability since card installed less two weeks far stable,positive
excellent product high capacity well made holds many pics movies music gift camera buff always wanted item sandisk,positive
got card months ago used note failed matter try attempts format drive edit files whether using computer phone failed card data essentially saving grace since could least save issue corrupting photos randomly increasing regularity grew closer complete failure going avoiding sandisk possible,negative
bought lumia windows phone supplement onboard storage capacity fits fine works great fast access immediately recognized device much ask microsd card,positive
personally got mine expand surface storage works brilliantly holds media movies tv books pictures plenty room spare,positive
ordered use new samsung galaxy sii phone used sandisk past always great luck products would definitely recommend product,positive
inserted galaxy note powered phone went storage pressed sd card said understand filesystem asked wanted format saw gigs free great got bucks extremely slow write try write file pc card takes minutes sec write internal sd card phone writes sec understand slow accept slower internal sd however know would dog slow samsung micro sd much faster,negative
good fast inexpensive microsd noticeably faster tasks class hanging around useful access cloud storage,positive
much say except works great speed never seems slow photo movie taking gb doubled capacity tablet wo reach capacity long time,positive
microsdhc card replaces card ordering easy price good product arrived well packaged fully functional,positive
thing else needs said put samsung card worked worked far price good amazon,positive
works expected great price install gopro problems recording playing back video,positive
got galaxy works great complaints highly recommend perfect take lot pics video,positive
years found sandisk memory durable reliable gb class card appears exception far performed well especially appreciate fast write speed money good deal,positive
still stuck years ago microsd cards fairly new still neat amazing much put something literally size fingernail purchased class exclusively use mygopro black editionso card keep camera recording hd amazing many people aware classes data cards affect performance capturing video even stills tried capturing video shut automatically may memory fast enough keep problems keeping card problems storing sandisk memory often gets labeled best cheap memory unsure expensive poor memory would anyone buy anything else expensive card get good also purchase two cards samsung,positive
using card months works perfectly installed samsung galaxy immediately recognized need formatting special handling,positive
item arrived perfect shape even included sd adapter need card worked fine far complaints,positive
day died lost data expected sandisk microsd card case,negative
like small holds lot memory fits adapter yet find anything bad kind memory kind electronic equip require use mini,positive
bought use samsung galaxy works great transfer speed excellent completely compatible device,positive
two using gopro work great getting could far preferring card full right battery reaches end life swap card battery time save case swapping parts time card plenty fast never hiccups proven quite reliable card using multiple mobile phones htc bb since never problem,positive
using android tablet issues mounted easily seems job,positive
works expected use one samsung galaxy another asus transformer problems far,positive
works described bought one one wife tablet love amazon ease purchasing super fast shipping item came retail packaging hard remove stores prevent theft use scissors get eventually shows gigs installed typical sd cards download sandisc memory zone app see fast card need purchase one tells exactly need may save bucks,positive
hard believe size pinky finger nail complaints use lg phone plenty fast enough anything,positive
bought player works great moving music around like fact came adapter card readers cheaper ones,positive
use high def camcorder record video problems clipping card seems well able quickly handle amount data gets pumped quality control issues data loss either would definitely buy,positive
prefer sandisk manufacturers come trust quality workmanship products,positive
using card sandisk sansa works songs counting say,positive
immediately recognized windows laptop exfat order recognized samsung note android took long time transfer gb video files laptop ssd hard drive sdxc card imagined would happen quickly work wanted great deal price,positive
compact size helpful transfer speed quite good highly recommend people large storage requirements,positive
came genuine retail packaging works great camera works great computer like colors makes easier find dark camera bag tiny black ones get lost fabric,positive
fast works described plenty space left free fast transfer speeds used compatible card reader would product features amazon packaging recyclable comes without excess outer packaging materials hard plastic clamshell casings plastic bindings wire ties packaging designed opened without use box cutter knife protect product well traditional writing sandisk ultra microsdhc card ia actually priced lower cards pny polaroid makes sandisk best value especially need honest performance across platforms,positive
sandisk always reliable brand products typically outlast devices paired cards decently fast writing speed able read range plenty fast hd video,positive
love micro sd card awesome amount space plain ole reliable dont find many products like nowadays,positive
far good supposed seem faster slower micro sd card bought cheap imitation ebay regretted crashed really pay cheap memory reliability get update big problem sd card windows phone user properly record hd video video recording sd card consistently choppy pop another sd card records fine record phone records fine tried formatting every way working well go another brand windows phone users,negative
sandisk ultra gb microsdxc class memory card adapter fits nicely htc vivid system recognized right bat simple easy format disk encrypting snap well many reviews internet product possibly working htc vivid believer research reading reviews works like champ price reasonable amazon,positive
price alone makes product well worth class pay lot get quality disk rare choose order amazon,positive
plug play simplicity popped works even need format believe sandisk said formatted good wife phone shows approximately use holds whole heap photos videos,positive
got samsung galaxy talet ideal tab problems got day got exactly want,positive
says great chip fast reliable months far single problem lots handling,positive
bought extended memory galaxy iii great price easy install phone recognized instantly supposed,positive
price memory card works well issues surface,positive
works got black fri deal would cheap gotten nice endless room already watched movie surfing net phone pop player awesome phone comes standard sd card adapter funny story plugged went format phone wanted password format card dude could find anything online people asked question well realized lock screen phone also puts lock formatting card great idea samsung thank duh moment,positive
use smartphone samsung push go problem good price enjoying lot music,positive
sandisk chips pretty good relatively expensive think online prices would affordable tell seller selling fake product ot one received genuine sandisk products returned exchanged another genuine problem exchanges company knocks wood version works well android tablets versions beware read online forums version works relatively well though android phones would work smartphone tablet prices dropped may come prices local retail stores shop around,positive
way give bad rating exactly supposed andthat espand memory hve using scandisk memory cards long time never disappointed apps tablet automatically downloaded memory card issues complaints,positive
micro sd card works great galaxy doubled storage space quick respond would definitely recommend anyone buys new smart phone,positive
card read gb gb formatted various formats various tools operating systems ordered replacement concluded dud good luck buying product rest assured amazon good return policy,negative
noticed amazon version couple bucks standard black version one comes sd adapter case ever need bothered speed test since using tablet feel like removing tablet test seems fast enough experience far definitely faster regular black sandisk experience sandisk products speeds much faster claim conservative estimates worth messing standard line get much,positive
put nokia lumia far works really well put entire itunes library phone wrote card believe hour keep track regret probably purchased card,positive
item purchased smart phone sale price excellent item arrived intact time works great,positive
bought supplemental storage asus transformer tablet card need special formatting work worked upon first installation stays plugged tablet using months additional storage music videos without problems speed benchmarks noticed slowness copying deleting large amounts data device supposed therefore give stars,positive
sandisk ultra gb microsdxc class micro sd card storage enormous among data class reliability speed great buy,positive
bought sons save games songs whatever else dss space use quite awhile priced superbly,positive
question sandisk continued innovation really keeping storage computer go need electronic files music games securely stored protected computer phones players tablets micro sd cards becoming increased need laptops computer needs sandisk made several products time continued get better innovation ultra micro sdhc memory card handles well works nicely storing media files one convient package like safely files card play sandisk player nicely definitely good buy anyone really wants bit extra space definitely recommend micro sd memory card extra storage bconvience b,positive
first two order item fails failed around six months use however sandisk honored warranty completely replaced items still using pretty happy,neutral
buy sandisk item like others purchased worked perfectly first time love,positive
use gopro hero silver works great problems data transfer quick,positive
stores lot hd pictures videos longer issues sd card errors losing data highly recommend anyone buy class sd cards devices months issues,positive
utilizing gopro black issues filming transferring computer good transfer rate glad got filming photos done,positive
either wrong chip false reading device data displayed consistently insert,negative
lowest priced gb card could find works great hero go pro camera,positive
say memory price right fast galaxy note complain neither,positive
found really good price bought one wife galaxy note phones worked fine issue right start however luckily right start almost nothing reformatted galaxy note worked fine ever since recommended format computer formatted phone works good,positive
seems work fine samsung galaxy iii new android os big card phone handle anyone know,positive
using hisense sero pro fast xfer rate measures format happy,positive
back purchased samsung galaxy deciding factor iphone capability sd card storage chance came grab card dollars jumped performs flawlessly comes standard sized sd card fit micro access purchase android phone sd card capabilities go phone pay hundred dollars grab micro sd card less thank morning,positive
buy sandisk cards one good like expected great read write speed issues whatsoever also one good also comes adapter use size sd card confidence,positive
unbelievable room tiny package far able store retrieve video problems,positive
received today surprise package contained adapter micro sd card used traditional sd slot need see might come handy want transfer files directly purchased samsung galaxy tab tablet also usb port attaching flash drive storage could always transfer data way case expect problems galaxy arrive monday,positive
use extra space put apps podcasts yet put music think problem,positive
using gb card galaxy note ii phone card working perfectly march october speeds fast always worked one day decided protect data prior going europe encryping card encryption process went properly took hours card filled gb mostly image files phone slowed considerably took second decrypt card every time woke phone screen needless say like decided return card back decrypted state procedure decrypting back done card became urneadable attempting format phone well computer various utilities programs help card showed old folders present despite multiple formats could neither access files permanent write card phone could save pictures card powered restaring phone newly taken pictures gone contacted sandisk graciously exchange card work great give card stars know whether experienced problem due card phone sandisk shown great customer service really appreciate exchanging card definitely encrypt anymore card works works super fast reliably,positive
microsdxc wave future storage manufacturer sense little cars increase storage capacity basic devices far less buying expensive models allow external storage easy use industry standard expands capacity,positive
one best memory cards good low price sandisk always great company business,positive
sandisk quality shines every tried cheaper memory cards watched fail oldest sandisk flash stuff still work years purchasing enough reason pay,positive
put works fine tons storage stuff still loads quickly transfers well,positive
bought found add memory card samsung galaxy never even knew could found bought installed worked perfectly since holds songs videos great buy,positive
problems card use galaxy transfer speeds quite fast format card card dropbox ever foresee running space,positive
got phone working well storage music images would order needed another,positive
self favor get memory fancy new taken countless photos videos downloaded several apps andloaded bunch music still room spare,positive
purchased wandboard quad loaded wandboard provided android image zero issues os boots runs card boots pretty quickly though quickly booting emmc runs smoothly android launcher,positive
works well use galaxy expansion card works well used liked sandisk cards,positive
ca read write anything card pc pretty sure got dud,negative
works great problem put card multi car reader read car put sd card reader work read computer,positive
think really good memory card good price got still lot space music videos,positive
use one go pro note work great would recommend doubt,positive
using surface pro add extra storage working fine fast would want plug play like memory card exfat windows problem using os decade old looking xp may go works fine card would expect,positive
got use hp slate extreme even though device supposed use gb formatted works great,positive
docs smart phone said card would work talking sandisk support told card max phone returned card card probably good product documentation phone bad,negative
works like charm galaxy note tired getting bogus sd cards another major auction house,positive
purchased new laptop micro regular sd card slotyou ca beat price product described arrived quickly,positive
purchased galaxy went gib internal total gib storage card presented problems seems pretty speedy use storing nandroid backups rom downloads,positive
bought expand storage samsung galaxy reverb getting transfer speed transferring commodity sd card reader kodak brand supermarket electronics section worth noting cards basically revert class hardware using card month never trouble read errors mount errors bad got mine black friday sale value great price shopping price good ca go wrong want big micro sd card usual sandisk good way go,positive
expect sandisk card fast reliable works great gopro adapter pretty cool space small ad cheap worth money opinion,positive
bought discovered accidently left class card phone year troubleshooting sluggishness realized error card officially supported works perfectly fine partitioned using rom manager also installed moved largest apps partition,positive
hopefully get cheaper worth every cent recording time used christmas work great good eyes,positive
samsung note fast delays transfers data fon pc immediately good value top rated card,positive
installed samsung galaxy verizon stock rom supports exfat format windows also format ntfs use several party apps mount automatically suggest paragon,positive
using card smartphone enough room music got tons pictures downloads still plenty room like store data phone good hiccups far product,positive
unscientific review conduct card galaxy note since offered version researched purchase prior buying amazon somewhat hesitant purchase card jump hoops get recognized galaxy note card arrived immediately put phone card instantly recognized phone booted mounted sd card without seemed fast faster stock card came phone unscientifically card seems much much faster old card movies photos seem come quickly without much usable space reported highly recommend card anyone extremely fast easy use galaxy note phone least boots lot space store movies music first time plugged without special hoops jump throughcons,positive
use windows tablet works well get close published throughput,positive
works great hd dual lens ir night vision car dvr camera dash cam video recorder motion detection,positive
huge capacity recognized without hitch galaxy reasonably fast card huge amounts storage good price,positive
bought item first card defective however quick online chat sandisk two weeks later new working device much say great product company definitely recommend,positive
delivery time device worked perfectly microsoft surface pro needed extra memory surface perfect,positive
fits phone holds lots stuff comes reader works laptop,positive
great brand excellent price purchased lenovo ideatab tablet adapter comes handy need use standard sd slot,positive
works great galaxy siii allows take considerable music video also recording pictures done speed benchmarks card copying point think slow piece sd cards previously included adapter made work directly laptop recommend anyone memory card large regular backups pc media nice able take pictures would make even worse lost phone copy,positive
bought expandable memory galaxy note works perfectly without issues plug play format required least jellybean,positive
fast card works great wanted something fast reliable ticket,positive
start saying really understand whole class rating system cards described class minor research pretty fast uploading downloading data seems work fine take long upload hd movies computer wanted phone thought buying simply short change ill buy biggest capacity alleged happy,positive
awesome awesome great speed also use nikon dslr taking pictures thing rips though like nothing heat issues data loss,positive
tested card samsung galaxy note phone asamsung galaxy tab immediately recognized devices write review card running tab constantly used reviews dissected specs card share use prefer cards also use price point cards dramatically fallen date review priced commodities use pairs rotate backups laptop always daily snapshot documents purpose alone cards well worth tablet divided extensive music library genres backed cards card hold cds space savings along physical media significant fact one cards cost rack also excellent saving practice sessions sometimes record using phone tablet pop primary sd card device swap one video record since card hold six hours video perfect reliable cards worked number devices assure anyone wanting use newer samsung note phone tab tablet card work also excellent hd video recording price point absolute bargain,positive
best price could find high quality samsung cell phone every store area charged crazy prices lesser quality cards even think buying sort card cell phone service provider worst amazon way cell phone accessories items like cases screen protectors memory cards,positive
purchased galaxy phone phone gb internal memory ca use luckily came adapter use card reader storage go pc phone worth money remember useless galaxy,positive
got sd card blackberry total storage try lovers,positive
sandisk made great memory products long time exception bought expand memory tablet bought fianc eacute e works well made sure buy class want fastest interaction device storage nothing ruins user experience like waiting storage access read written,positive
works superbly microsoft surface rt one best micro sdhc card get market price,positive
works much better sd card past class brand cards perfect tablet bought,positive
job found cheaper bought bummer first thing came mind,positive
bought several find designed hence stars recommend memory card electronic device requires micro sdhc card past experience find sandisk reputable name brand,positive
scan disc standard thing however price good deal shipping quick good buy would definitely recommend,positive
sure say storage disk arrived time works advertised trouble installing new yoga tablet,positive
droid razr runs little slow card ca sure sure put card gopro hero black edition video record comes choppy bought sandisk extreme pro version card gopro works fine sandisk normally good perhaps somehow got bad ultra card never returned exchanged warranty expired tried gopro knew sure card slow sandisk ultra work gopro hero according gopro website perhaps got subpar card,neutral
good,positive
great micro sd card helpful store media files problem samsung galaxy,positive
purchased wife new samsung galaxy since takes many photos always runs space downloading computer okay kidding never downloads computer well dude dudes sort thing women notice said women let guys handle tech stuff wife certainly exception saying women tech savvy mine ask question hair care products talk daze expounding virtues quality expensive conditioners prefers leave techy junk god forbid accidentally write instead email another conversation preferably captain morgan special reserve however ever need advice shampoo use instead pert shampoo go resource pros little bitty memory card careful easy little bitty memory card careful easy lose,positive
great price shipped fast well packaged incredible amount space raspberry pi class way go,positive
usefull use phone also come adpator sd remomend,positive
purchased card use microsoft surface pro tablet works great nice capacity card cheap works problem however transfer speed rated guess true mine never reached anywhere close using different readers surface pro desktop pc microsd reader external usb microsd reader maxed around multiple smaller files maxed closer total know card readers able reach speeds card work fine give stars price great size give stars transfer speeds disappointing though taking minutes transfer itunes movie file long time take hours fill full card load data bad always data slow get annoying quickly,positive
worked well one time put files easily read computer phone lost tiny oh well,positive
great sandisk micro sd card havent anyproblems one fast loads good approve,positive
bought galaxy tab reason couldnt get work put galaxy note phone works great movies assorted crap still plenty room,positive
product came shipping excited see class compared micro sd cards new galaxy pulls pictures videos quickly stores good already recommended friends,positive
bought microsoft surface pro extra storage works great put slot showed computer like supposed,positive
much say works fine use sd ram slot samsung galaxy note tablet performance issues provide enough extra storage tablet,positive
bought microsoft surface rt works great would recommend anyone,positive
great card write speeds fast enough intensive workloads like video purchased card use samsung galaxy note ii iii problems,positive
bought create larger store rpi model b works flawlessly far fast plenty space good deal price paid,positive
gotten expecting unrealistic suppose consistently gotten fast enough takes minutes transfer time good little sd card good price continue reccomend microsd using evo lte phone,positive
got much say sandisk know getting fast reliable complaint though amazon would let buy one order great,positive
nothing wrong far definitely enjoying going turn bootable card emergency recoveries well store device backups key,positive
good product comes adaptor fit regular size card good go love,positive
great price size card getting bought easily fit movies,positive
great card holds fun items mass ebooks take much room also get store favorite movies well,positive
use gopro silver edition even get hours video write time great problems writing video card happy sandisk purchases,positive
one better names making computer accessories works fine lg optimus g pro purchase,positive
many devices use size card works perfectly samsung plenty additional space whatever need problems date excellent,positive
says works great holds ton photos camera issues techy ca really compare brands,positive
got sd card phone works well issues cheap exactly needed,positive
exactly memory card ordered tested using adapter came plugging computer worked replaced gb card already new tablet month old new card everything ground halt waiting long time made maximum card size tablet guess ornament unexpected got memory card may fault,positive
bought samsung acitve fit perfectly problems price really reasonable size gb get,positive
really much comment good experiences sandisk ultra past little pricey brands couple bucks get surprises pop phone camera tablet basically work forever run speed tests ca comment whether plus minus milliseconds faster another brand millisecond really big deal never failure sandisk product kingston another good value used awhile asus tablet currently moved droid works advertised excellent value,positive
bought use kids tablets problems several months use price good transferring speeds adequate,positive
bought sansa worked formatting card ca say much tons lossless songs previously cds like general manufacturers lie real size cards arguing technical issue like saying reality card like card like ca remember exact size card available hand card advertised yet reality lower manufactures using false advertising usual kinds memory cards good example false advertisement,positive
first computer put gopro hero camera time memory great works great initialized gopro saving,positive
inserted memory card galaxy phone immediately recognized ask anything,positive
used software check speed got write read complains warning mbyte finished without delete test files verify speed speed cardwarning mbyte finished without delete test files verify speed speed,positive
bought samsung galaxy works great problems would definitely buy seller also fast shipping,positive
perfect easy use conect fast camera give photo video sony cam,positive
say biggest microsdxc card time reliability sandisk great speed one tablets mobile phones yet issue card expect,positive
great product sale price hard beat worked well pc dell venue pro tablet speed nothing write home close manufacturer suggested,positive
card works mentioned phones format using another program downloaded windows windows let format card format need use phones see card also could format cards correctly able format properly worked perfectly,positive
bought arrive due date perfect shape installed one old smart phone working good service,positive
card arrived promptly good condition use exfat reformatted ntfs fyi example cameras recognize keep mind used months absolutely issues great value imho,positive
microsdhc card fit perfect grandsons tablet great able download extra music games,positive
got sale really low soon arrived transferred data micro sd samsung galaxy iii sd card first phone see card rebooted phone everything perfect working order know going space sure figure something,positive
brand speaks itselfrecommend size gbprice bit highsandisk ultra gb microsdxc class memory card,positive
ordered memory card obviously needed space phone one reasons prefer android apple products way easier upgrade storage space android memory card arrived expected enough space galaxy gave product five star everything sentence review satisfied problems ca delete stuff sd card tried formatting phone computer nothing well delete giving two star,negative
excellent product comes full size sd card adapter consistently got writes mbps reads note mbps mbps highly recommended,positive
phone internal memory nearly always full obvious needed memory sandisk reliable card performs spec fast,positive
well say card plenty memory cam would work must thanks,positive
one products either works rarely happens say work great gb allows plenty room storage tablet high rate transfer speed apps run quickly using internal memory storage,positive
small g onboard memory tablet added makes pleasurable textbooks music pictures,positive
like sandisk products purchases past little card works fine phone issues,positive
else one need right come adapter case want use sd slot put flash drive adapter use usd pc price,positive
using device records video photos highly recommended class classification means thing keep recording without skipping beat perfect devices gopro cameras,positive
nice product helpfully believe products san disk need hesitate buy another one,positive
card works great shipped quickly hold data like either way gives space need phone music pictures,positive
awesome little sd card phone still wanted music videos totally works great soon put phone read also fast happy purchase,positive
best category make sure research buy card phones lots android phones still dont make use technology transfer rate still get good transfer rate best,positive
works describe going use phone would suggest putting phone letting phone format save bunch headaches later,positive
great card need make gb cards buy one without pay double bucks thanks,positive
fits perfectly surface rt unfortunately advertisement rt say memory device supposed go regular size card originally bought opened could figure part nothing wrong product makes surface large enough hold whole term school information,positive
purchased several sandisk sd cards reliability function one purchases ordering works tablet camera computer love,positive
samsung galaxy note ca read card format google small program trick work perfect,positive
works amazingly nokia lumia highly suggest item distributor everyone fast service,positive
price cards provide good compromise terms speed cost use iogear usb adapters work well capacity,positive
works great issues far speed fairly good alot better old camera,positive
use go pro hero works would expected memory card price good,positive
bought wife use phone fast error free cards show correct size one,positive
bought note works advertised class speeds offer great capacity speeds hd viewing recording,positive
really like sandisk ultra microsdhc class cards several see huge price drops pick phones cameras gps well tablets store video files traveling never problem sandisk,positive
worked flawlessly gopro hero black since placed camera purchased top hand others hero cameras freeze shut write files usable recommend card anyone needing class card handle second timelapse hd video video problem card,positive
samsung bought ebay failed works great never buy china gadgets ebay cards phony burn,positive
believe good price card used go pro without issues,positive
problems product works supposed would buy,neutral
worked perfectly galaxy tab additional formatting seems fast internal memory tablet need pay gig tablet buy one adds gig storage less upping tablet gig fast shipping always prime,positive
ordered two none works w cell phone audio player problem,negative
bought tested canon videos record quick replay without samsung galaxy tab works great nothing bad report sdhc module,positive
bought media storage surface absolutely love allows store videos pictures music removable drive keep tablets memory free apps would recommend anyone tablet looking expand storage capabilities shipping packaging perfect quick,positive
bought samsung galaxy first came onto market worked week quit pictures taken originally stored card gone bad purchase looking numerous forums hundreds thousands people issues card galaxy recommend buying card putting galaxy like tell sandisk put,negative
installed samsung note single issue plenty space music photos videos apps,positive
unable says prompts format clicked format unable format,negative
problems works well supposed store files pretty quick read write speed well,positive
stores stuff like memory card amazon fantastic price bought samsun galaxy tablet works perfect maxes memory tablet tip store apps etc tablets internal memory photos movies pictures card ever run space keep extra card two hand store apps card use want change card,positive
bought card specifically run cyanogenmod old nook nook color breathe life back device never use anymore card works great run nook thanks speed quick overclock processor via tablet dare say peppy highly recommend card application speed crucial,positive
currently using samsung galaxy zero issues put phone good go apps also seem run faster card internal memory taking full hd definitely goes quicker old sandisk card definitely recommend product,positive
tried android tablets ms class read write android new surface tabletcons far,positive
else say holds lot stuff fits perfectly phone add weight buy,positive
great microsd fast holds ton memory really need one buy wo disappointed,positive
need good sd card works perfect smart phones memory need fast transfer rate,positive
average speed perfect photographer needing ample file space easily used micro sd card different format cameras fair none,positive
far good card works fine lg optimus days added music update card fails future,positive
samsung preferred memory brand sandisk runs close gb great upgrade motorola razr new samsung galaxy note mp camera,positive
reason give one star cant give zero lost files sd cant believe trust valuable information company avoid item dont recommend,negative
using htc one max problems using write speed excellent taking picture delay encountered,positive
sandisk ultra gb microsdhc memory card adapter handles job would expect sandisk,positive
much say product works perfectly originally bought tablet expansion slot returned another tablet without one thought use card anymore wrong turns put full size sd card adapter even works perfectly nikon dslr using standard card fine even better burst shooting ca attest quickly write noticed difference speed standard card using,positive
amazing fits micro card added asus vivo tablet extend memory glad purchased working great always trusted scandisk great item great purchase,positive
problem setup instructions clear quality chip high expect get many years service life finished think use jar cream dip bought,positive
researched online found true class micro sd card manufacturers use different calculations able list class rating truth lie real deal,positive
glad red grey black honest dropping black one grass night spent minutes searching sq foot area seriously need ever make removable storage smaller works great problems whatsoever need reformat suggested use sd formatting tool sd association sandisk permanent member windows exactly follow specification though uses windows format work funny part sandisk class card waiting cards drop price faster speeds take drop price thanks newegg free shipping items actually cheaper overall order class card get free shipping instead class card plus shipping,positive
installed memory new galaxu gave plenty space worries anymore lack space take pictures video,positive
turned samsung galaxy tardis bigger inside done anything speccy figure speeds know hd content records plays without hiccup really matters,positive
need format set micro sdxc worked box could satisfied,positive
make sure format compatible aosp touchwiz roms running aosp roms pop card formatted exfat automatically formatted guiformat pc issues optional search forum instructions swapping internal sd card external sd card give phone internal space apps wo move sd,positive
sandisk well known microsd cards placed one cards galaxy note ii love extra storage phone video music work docs etc issues card thus far working great note ii,positive
bought cards use using digital camera worked great able pop right either phone tablet take microsd cards use regular pictures hd video without problems speed seem problem people bought cards manufacturers sandisk card recommend using,positive
two cards far neither recognized mac pc able use leave gopro camera hook gopro mac via usb work normal sd card needs used camera recomend card first card replaced defective second card defective also time play around another return ever buy sandisk,negative
issues far stores lot video expensive issues quality speed works fine gopro camera highly recommend,positive
happy good product quality works fine job use android fast reliable,positive
bought new smartphone installed easily works required many years problems san disk product used,positive
got use dell venue smaller hard drive space critical downloads videos photos etc microsd speed adequate great deal,positive
great card note galaxy ca iphone lolyou need storage get really like scandisk trust read lot problems cards,positive
review little backwards thought relevant go buy card sale typical price since summer gb gb pay actually pay less luxury time lowest price hit early december basically buy price hits less nears december january watched cards change price almost daily basis initially went sale respectively watched slowly increase price random dips peaks month january still show best deal amazon days highest price point since last summer higher ever payed cards let best deals section deceive deal terms actual review absolutely great sdxc cards tried variety microsdxc cards far samsung ultra best price ca beat important reasons speed capacity reliability single failure use cards nook nexus via usb canon mark ii converter macbook pro card slot durable waterproof use card devices without reformatting even one go wash still use technically inclined cards clockwork mod bootloader nook magiclantern firmware canon eos ii card pull nook shoot pictures camera look results nook pulling card one device placing possible card turns samsung card found works reliably cards wo boot slow finicky samsung work great boot nook card keep eyes open price drops cards performed well samsung also newer faster card hovers somewhere north prohibitive still stick good news regardless new card increases market share drop even price,positive
maybe got defective card one felt bit thinner flimsier cards real problem week use expanded storage tablet started trouble certain programs installed card finally tablet gave message card corrupt pc would recognize eery time tried format card would error,negative
recieved fast copied stuff took little time plenty space speed,positive
received defective one want format returned bought different brand instead although past experience sandisk fine,neutral
tested storing apps taking pics techie enuf run specific tests,positive
great price fast works well note using usb movies shows tons music never bored anywhere go,positive
best microsd card around shooting gopro black enough memory record dives wide get lil giant,positive
buying generic card terrible experience purchased sandisk ultra regret buying product first sandisk brand worth buying,positive
memory card works fine problems number sandisk memory cards never problems,positive
really dont much say sandisk cards work intended never problem,positive
best micro memory android phone fast running fast splurge movies videos phone perfect amazing product p get ultra mobile version slower one,positive
local electronics store inventory memory format amazon fixed came quickly breeze install saved added download music cell solved,positive
thanks lot sandisk good job works adapter nikon flawless non stop min hd recording,positive
writes transfer data fast sandisk always reliable product sandisk one top line proven electronic devices markets ca go wrong never problem saying something happen far good go sandisk,positive
bought one hubbys gps works great heard complaints since installed thank,positive
galaxy works great problems highly recommend,positive
plugged samsung galaxy works great plug phone pc recognized easily transfer files card recofnized phone works would recommend,positive
ordered work gopro black worked well came sd memory card adapter perfect high speed card readers,positive
